t_s,theta_deg,alpha_deg,alpha_dot_hat,theta_dot_hat,u_fb,u_fric,u_total,dt_ms
0.633,-4.48,2.11,-0.844,0.765,0.079,0.098,0.177,3.7
0.633,-4.48,2.11,-0.850,0.770,0.079,0.098,0.177,0.2
0.635,-4.48,2.11,-0.905,0.817,0.075,0.098,0.173,2.0
0.635,-4.48,2.11,-0.912,0.823,0.075,0.098,0.173,0.3
0.639,-4.46,2.29,-0.925,0.846,0.113,0.098,0.211,3.5
0.639,-4.46,2.29,-0.932,0.853,0.113,0.098,0.211,0.2
0.641,-4.46,2.29,-1.001,0.911,0.112,0.098,0.210,2.2
0.641,-4.46,2.29,-1.008,0.917,0.112,0.098,0.210,0.2
0.644,-4.44,2.29,-1.079,0.977,0.107,0.098,0.205,2.2
0.644,-4.44,2.29,-1.086,0.983,0.107,0.098,0.205,0.2
0.648,-4.39,2.29,-1.192,1.074,0.099,0.098,0.196,3.8
0.648,-4.39,2.29,-1.195,1.077,0.099,0.098,0.197,0.2
0.652,-4.33,2.11,-1.338,1.193,0.054,0.098,0.152,3.7
0.652,-4.33,2.11,-1.336,1.193,0.056,0.098,0.153,0.2
0.654,-4.22,2.11,-1.334,1.200,0.061,0.098,0.159,2.1
0.654,-4.20,2.11,-1.333,1.200,0.062,0.098,0.160,0.2
0.658,-4.15,2.11,-1.315,1.200,0.082,0.098,0.181,3.6
0.658,-4.13,2.11,-1.315,1.201,0.084,0.098,0.182,0.2
0.662,-4.02,1.93,-1.407,1.279,0.051,0.098,0.149,3.8
0.662,-4.00,1.93,-1.404,1.278,0.053,0.098,0.151,0.2
0.666,-3.89,1.93,-1.369,1.266,0.073,0.098,0.171,3.8
0.666,-3.87,1.93,-1.366,1.265,0.075,0.098,0.173,0.2
0.670,-3.74,1.76,-1.433,1.324,0.048,0.098,0.147,3.7
0.670,-3.72,1.76,-1.429,1.322,0.050,0.098,0.147,0.2
0.674,-3.56,1.76,-1.389,1.306,0.068,0.098,0.166,3.9
0.674,-3.56,1.76,-1.387,1.304,0.070,0.098,0.168,0.2
0.678,-3.39,1.58,-1.447,1.359,0.043,0.098,0.141,3.9
0.678,-3.37,1.58,-1.443,1.357,0.045,0.098,0.143,0.2
0.682,-3.17,1.41,-1.474,1.389,0.017,0.098,0.115,3.8
0.682,-3.15,1.41,-1.466,1.384,0.020,0.098,0.118,0.2
0.686,-2.93,1.23,-1.458,1.387,0.001,0.098,0.099,3.6
0.686,-2.93,1.23,-1.450,1.381,0.004,0.098,0.102,0.2
0.688,-2.71,1.23,-1.392,1.345,0.020,0.098,0.117,2.2
0.688,-2.71,1.23,-1.385,1.341,0.022,0.098,0.120,0.2
0.691,-2.58,1.05,-1.386,1.346,0.012,0.098,0.110,2.1
0.691,-2.56,1.05,-1.381,1.344,0.013,0.098,0.111,0.2
0.695,-2.43,0.88,-1.391,1.358,-0.016,0.098,0.082,3.7
0.695,-2.43,0.88,-1.380,1.350,-0.012,0.098,0.086,0.3
0.699,-2.21,0.88,-1.258,1.270,0.024,0.098,0.122,3.7
0.699,-2.19,0.88,-1.251,1.265,0.027,0.098,0.125,0.2
0.703,-1.99,0.70,-1.271,1.286,0.008,0.098,0.106,3.8
0.703,-1.97,0.70,-1.262,1.280,0.012,0.098,0.109,0.3
0.707,-1.77,0.70,-1.202,1.244,0.032,0.098,0.130,3.7
0.707,-1.75,0.70,-1.196,1.240,0.036,0.098,0.134,0.3
0.711,-1.55,0.53,-1.250,1.285,0.006,0.098,0.104,3.7
0.711,-1.53,0.53,-1.242,1.280,0.008,0.098,0.106,0.3
0.714,-1.36,0.53,-1.202,1.255,0.021,0.098,0.119,2.8
0.714,-1.33,0.53,-1.194,1.251,0.025,0.098,0.123,0.4
0.717,-1.20,0.35,-1.222,1.274,0.006,0.098,0.105,2.5
0.717,-1.18,0.35,-1.217,1.271,0.007,0.098,0.105,0.3
0.720,-1.07,0.35,-1.165,1.239,0.023,0.098,0.121,3.7
0.721,-1.05,0.35,-1.159,1.234,0.026,0.098,0.124,0.3
0.724,-0.87,0.35,-1.128,1.217,0.043,0.098,0.142,3.6
0.725,-0.85,0.35,-1.125,1.216,0.045,0.098,0.143,0.2
0.728,-0.68,0.35,-1.132,1.226,0.053,0.098,0.151,3.8
0.729,-0.68,0.35,-1.131,1.225,0.055,0.098,0.153,0.2
0.733,-0.48,0.18,-1.234,1.304,0.011,0.098,0.109,3.9
0.733,-0.48,0.18,-1.231,1.302,0.013,0.098,0.110,0.1
0.737,-0.28,0.18,-1.178,1.268,0.031,0.098,0.129,3.9
0.737,-0.26,0.18,-1.175,1.267,0.032,0.098,0.130,0.1
0.739,-0.07,0.18,-1.169,1.265,0.038,0.098,0.136,2.2
0.739,-0.04,0.18,-1.168,1.265,0.039,0.098,0.137,0.1
0.743,0.07,0.18,-1.158,1.263,0.052,0.098,0.150,3.8
0.743,0.09,0.18,-1.157,1.262,0.054,0.098,0.151,0.1
0.746,0.28,0.00,-1.247,1.330,0.015,0.098,0.113,3.4
0.747,0.31,0.00,-1.243,1.328,0.016,0.098,0.114,0.2
0.749,0.50,0.00,-1.235,1.324,0.017,0.098,0.115,2.2
0.749,0.50,0.00,-1.232,1.323,0.018,0.098,0.116,0.2
0.753,0.63,0.00,-1.185,1.294,0.038,0.098,0.137,3.8
0.753,0.63,0.00,-1.181,1.291,0.041,0.098,0.139,0.2
0.755,0.87,-0.18,-1.230,1.328,0.017,0.098,0.115,2.0
0.755,0.90,-0.18,-1.229,1.327,0.017,0.098,0.115,0.2
0.759,1.01,-0.18,-1.215,1.321,0.018,0.098,0.116,3.8
0.759,1.03,-0.18,-1.210,1.318,0.020,0.098,0.118,0.2
0.761,1.27,-0.35,-1.247,1.346,-0.004,0.098,0.094,2.3
0.762,1.27,-0.35,-1.243,1.343,-0.003,0.098,0.095,0.3
0.765,1.42,-0.35,-1.194,1.311,0.006,0.098,0.105,3.7
0.766,1.42,-0.35,-1.186,1.305,0.010,0.098,0.108,0.3
0.769,1.66,-0.35,-1.139,1.274,0.030,0.098,0.128,3.7
0.770,1.66,-0.35,-1.134,1.271,0.033,0.098,0.131,0.2
0.773,1.88,-0.53,-1.199,1.319,0.001,0.098,0.099,3.8
0.774,1.90,-0.53,-1.192,1.315,0.004,0.098,0.102,0.2
0.777,2.12,-0.53,-1.145,1.283,0.019,0.098,0.117,3.7
0.778,2.14,-0.53,-1.139,1.279,0.022,0.098,0.120,0.3
0.781,2.36,-0.53,-1.120,1.268,0.035,0.098,0.133,3.7
0.782,2.36,-0.53,-1.117,1.265,0.037,0.098,0.136,0.2
0.786,2.58,-0.53,-1.124,1.273,0.046,0.098,0.144,4.0
0.786,2.60,-0.53,-1.123,1.272,0.048,0.098,0.146,0.2
0.789,2.80,-0.53,-1.146,1.292,0.051,0.098,0.149,3.6
0.790,2.82,-0.53,-1.145,1.291,0.053,0.098,0.150,0.2
0.792,3.02,-0.53,-1.170,1.311,0.050,0.098,0.148,2.1
0.792,3.04,-0.53,-1.170,1.311,0.051,0.098,0.149,0.3
0.796,3.17,-0.53,-1.199,1.335,0.052,0.098,0.150,3.6
0.796,3.19,-0.53,-1.197,1.334,0.054,0.098,0.152,0.2
0.800,3.41,-0.53,-1.230,1.361,0.054,0.098,0.152,3.8
0.800,3.41,-0.53,-1.228,1.359,0.056,0.098,0.154,0.2
0.802,3.65,-0.70,-1.297,1.411,0.027,0.098,0.125,2.2
0.802,3.67,-0.70,-1.297,1.410,0.027,0.098,0.125,0.2
0.806,3.80,-0.70,-1.293,1.410,0.026,0.098,0.124,3.8
0.806,3.82,-0.70,-1.287,1.406,0.029,0.098,0.127,0.3
0.810,4.07,-0.70,-1.259,1.389,0.045,0.098,0.143,3.8
0.810,4.09,-0.70,-1.256,1.386,0.047,0.098,0.146,0.2
0.814,4.35,-0.88,-1.342,1.450,0.007,0.098,0.105,3.8
0.814,4.35,-0.88,-1.334,1.445,0.010,0.098,0.108,0.3
0.818,4.61,-0.88,-1.283,1.409,0.027,0.098,0.125,3.7
0.818,4.63,-0.88,-1.277,1.405,0.030,0.098,0.128,0.2
0.822,4.90,-1.05,-1.328,1.443,-0.000,0.098,0.098,3.8
0.823,4.92,-1.05,-1.317,1.435,0.004,0.098,0.103,0.3
0.825,5.18,-1.05,-1.283,1.412,0.013,0.098,0.111,2.6
0.825,5.20,-1.05,-1.277,1.407,0.016,0.098,0.114,0.3
0.828,5.38,-1.05,-1.248,1.387,0.029,0.098,0.127,2.7
0.828,5.40,-1.05,-1.242,1.383,0.032,0.098,0.131,0.3
0.831,5.57,-1.05,-1.234,1.379,0.041,0.098,0.140,2.6
0.831,5.60,-1.05,-1.232,1.377,0.043,0.098,0.142,0.2
0.835,5.77,-1.05,-1.236,1.382,0.054,0.098,0.152,3.8
0.835,5.79,-1.05,-1.234,1.381,0.056,0.098,0.153,0.2
0.837,6.03,-1.23,-1.311,1.436,0.023,0.098,0.121,2.0
0.838,6.05,-1.23,-1.310,1.436,0.023,0.098,0.121,0.2
0.841,6.19,-1.23,-1.305,1.433,0.022,0.098,0.120,3.6
0.841,6.21,-1.23,-1.301,1.430,0.024,0.098,0.122,0.2
0.845,6.45,-1.23,-1.269,1.408,0.040,0.098,0.138,3.8
0.845,6.47,-1.23,-1.266,1.405,0.042,0.098,0.141,0.2
0.849,6.71,-1.23,-1.264,1.405,0.054,0.098,0.152,3.8
0.849,6.73,-1.23,-1.261,1.403,0.056,0.098,0.154,0.3
0.852,6.99,-1.23,-1.287,1.423,0.053,0.098,0.151,2.2
0.852,7.02,-1.23,-1.287,1.423,0.054,0.098,0.152,0.2
0.854,7.15,-1.23,-1.303,1.435,0.055,0.098,0.153,2.0
0.854,7.17,-1.23,-1.303,1.435,0.056,0.098,0.154,0.3
0.858,7.32,-1.41,-1.397,1.503,0.017,0.098,0.114,3.8
0.858,7.34,-1.41,-1.390,1.498,0.019,0.098,0.117,0.3
0.860,7.63,-1.41,-1.380,1.491,0.021,0.098,0.119,2.1
0.861,7.65,-1.41,-1.376,1.488,0.022,0.098,0.120,0.2
0.864,7.80,-1.58,-1.405,1.508,-0.002,0.098,0.096,3.7
0.865,7.82,-1.58,-1.396,1.502,0.001,0.098,0.099,0.2
0.868,8.09,-1.58,-1.318,1.445,0.026,0.098,0.124,3.8
0.869,8.13,-1.58,-1.311,1.440,0.029,0.098,0.127,0.3
0.872,8.39,-1.58,-1.288,1.423,0.044,0.098,0.143,3.7
0.873,8.41,-1.58,-1.284,1.421,0.047,0.098,0.145,0.3
0.876,8.70,-1.76,-1.377,1.486,0.004,0.098,0.103,3.8
0.876,8.70,-1.76,-1.370,1.481,0.007,0.098,0.105,0.2
0.879,8.98,-1.76,-1.348,1.465,0.011,0.098,0.109,2.2
0.879,9.01,-1.76,-1.342,1.460,0.014,0.098,0.112,0.3
0.883,9.18,-1.76,-1.294,1.425,0.034,0.098,0.133,3.7
0.883,9.20,-1.76,-1.289,1.421,0.037,0.098,0.136,0.3
0.887,9.46,-1.93,-1.357,1.468,0.004,0.098,0.103,3.7
0.887,9.49,-1.93,-1.351,1.464,0.006,0.098,0.105,0.2
0.891,9.75,-1.93,-1.300,1.425,0.022,0.098,0.120,3.8
0.891,9.77,-1.93,-1.292,1.419,0.026,0.098,0.124,0.3
0.893,10.05,-1.93,-1.288,1.416,0.030,0.098,0.128,2.3
0.894,10.08,-1.93,-1.285,1.414,0.032,0.098,0.130,0.3
0.897,10.23,-1.93,-1.269,1.401,0.047,0.098,0.145,3.8
0.898,10.27,-1.93,-1.266,1.398,0.049,0.098,0.147,0.3
0.901,10.54,-2.11,-1.369,1.470,0.004,0.098,0.103,3.7
0.902,10.56,-2.11,-1.361,1.464,0.007,0.098,0.105,0.3
0.905,10.84,-2.11,-1.326,1.436,0.015,0.098,0.113,3.7
0.906,10.86,-2.11,-1.319,1.431,0.019,0.098,0.116,0.2
0.909,11.13,-2.11,-1.282,1.403,0.037,0.098,0.135,3.8
0.910,11.15,-2.11,-1.278,1.400,0.039,0.098,0.138,0.3
0.913,11.43,-2.29,-1.364,1.458,-0.001,0.098,0.097,3.7
0.914,11.45,-2.29,-1.356,1.453,0.001,0.098,0.100,0.2
0.917,11.74,-2.29,-1.308,1.415,0.014,0.098,0.112,3.8
0.918,11.76,-2.29,-1.301,1.410,0.018,0.098,0.116,0.3
0.920,12.04,-2.29,-1.293,1.403,0.022,0.098,0.120,2.2
0.920,12.07,-2.29,-1.290,1.401,0.023,0.098,0.121,0.2
0.922,12.22,-2.46,-1.330,1.427,0.001,0.098,0.100,2.3
0.923,12.24,-2.46,-1.326,1.424,0.002,0.098,0.100,0.3
0.926,12.41,-2.46,-1.295,1.398,0.007,0.098,0.105,3.7
0.927,12.44,-2.46,-1.287,1.392,0.010,0.098,0.108,0.3
0.931,12.70,-2.46,-1.245,1.358,0.029,0.098,0.127,4.0
0.931,12.72,-2.46,-1.238,1.352,0.033,0.098,0.131,0.4
0.933,12.98,-2.46,-1.246,1.356,0.035,0.098,0.133,2.4
0.934,13.03,-2.46,-1.245,1.355,0.036,0.098,0.134,0.3
0.937,13.18,-2.46,-1.254,1.358,0.042,0.098,0.140,3.7
0.938,13.20,-2.46,-1.252,1.356,0.044,0.098,0.142,0.3
0.941,13.46,-2.64,-1.352,1.424,-0.002,0.098,0.097,3.7
0.942,13.49,-2.64,-1.345,1.418,0.001,0.098,0.099,0.3
0.944,13.75,-2.64,-1.328,1.404,0.003,0.098,0.101,2.2
0.944,13.77,-2.64,-1.323,1.400,0.004,0.098,0.103,0.2
0.947,13.92,-2.64,-1.287,1.370,0.017,0.098,0.115,3.0
0.947,13.94,-2.64,-1.281,1.366,0.020,0.098,0.118,0.3
0.950,14.14,-2.64,-1.269,1.354,0.027,0.098,0.126,2.4
0.950,14.16,-2.64,-1.265,1.352,0.030,0.098,0.128,0.3
0.954,14.34,-2.64,-1.257,1.342,0.041,0.098,0.139,3.9
0.954,14.36,-2.64,-1.254,1.339,0.043,0.098,0.142,0.3
0.958,14.62,-2.81,-1.351,1.404,-0.001,0.098,0.098,3.7
0.958,14.64,-2.81,-1.344,1.398,0.002,0.098,0.100,0.3
0.962,14.91,-2.81,-1.306,1.366,0.010,0.098,0.107,3.7
0.962,14.93,-2.81,-1.299,1.360,0.013,0.098,0.111,0.2
0.964,15.19,-2.81,-1.289,1.350,0.016,0.098,0.114,2.2
0.965,15.21,-2.81,-1.285,1.347,0.018,0.098,0.116,0.3
0.967,15.37,-2.81,-1.276,1.338,0.023,0.098,0.121,2.3
0.967,15.39,-2.81,-1.273,1.336,0.025,0.098,0.123,0.2
0.969,15.54,-2.81,-1.271,1.331,0.029,0.098,0.127,2.2
0.970,15.56,-2.81,-1.269,1.330,0.030,0.098,0.129,0.2
0.973,15.72,-2.99,-1.339,1.374,-0.005,0.098,0.093,3.8
0.974,15.74,-2.99,-1.331,1.367,-0.002,0.098,0.096,0.3
0.976,16.00,-2.99,-1.312,1.351,0.000,0.098,0.098,2.1
0.976,16.02,-2.99,-1.306,1.346,0.002,0.098,0.101,0.3
0.980,16.17,-2.99,-1.255,1.304,0.020,0.098,0.118,3.8
0.980,16.20,-2.99,-1.248,1.298,0.024,0.098,0.122,0.4
0.984,16.46,-2.99,-1.243,1.289,0.031,0.098,0.129,3.9
0.984,16.48,-2.99,-1.240,1.286,0.033,0.098,0.132,0.3
0.988,16.72,-2.99,-1.254,1.291,0.035,0.098,0.133,3.7
0.988,16.74,-2.99,-1.251,1.288,0.037,0.098,0.136,0.3
0.992,16.98,-3.16,-1.347,1.350,-0.009,0.098,0.089,3.7
0.992,17.00,-3.16,-1.340,1.344,-0.007,0.098,0.092,0.2
0.994,17.25,-3.16,-1.317,1.324,-0.004,0.098,0.094,2.2
0.995,17.27,-3.16,-1.312,1.320,-0.002,0.098,0.096,0.3
0.997,17.42,-3.16,-1.280,1.293,0.006,0.098,0.105,2.6
0.998,17.42,-3.16,-1.275,1.289,0.009,0.098,0.106,0.2
1.000,17.59,-3.16,-1.254,1.270,0.017,0.098,0.115,2.3
1.000,17.62,-3.16,-1.251,1.267,0.019,0.098,0.116,0.3
1.002,17.79,-3.16,-1.249,1.262,0.021,0.098,0.118,2.3
1.003,17.79,-3.16,-1.246,1.260,0.022,0.098,0.120,0.2
1.006,17.94,-3.16,-1.235,1.245,0.032,0.098,0.130,3.8
1.007,17.97,-3.16,-1.232,1.243,0.034,0.098,0.132,0.3
1.010,18.21,-3.34,-1.324,1.301,-0.011,0.098,0.087,3.7
1.011,18.23,-3.34,-1.318,1.296,-0.009,0.098,0.089,0.2
1.014,18.49,-3.34,-1.275,1.258,-0.003,0.098,0.095,3.8
1.015,18.51,-3.34,-1.268,1.253,-0.001,0.098,0.098,0.2
1.018,18.75,-3.34,-1.223,1.213,0.015,0.098,0.112,3.8
1.019,18.78,-3.34,-1.219,1.209,0.017,0.098,0.115,0.2
1.022,19.02,-3.34,-1.214,1.199,0.022,0.098,0.120,3.8
1.023,19.04,-3.34,-1.211,1.196,0.024,0.098,0.122,0.2
1.026,19.28,-3.34,-1.225,1.200,0.022,0.098,0.120,3.8
1.027,19.30,-3.34,-1.222,1.197,0.025,0.098,0.123,0.3
1.029,19.54,-3.52,-1.282,1.235,-0.007,0.098,0.092,2.1
1.029,19.56,-3.52,-1.280,1.234,-0.007,0.098,0.091,0.3
1.033,19.69,-3.52,-1.263,1.213,-0.013,0.098,0.085,3.7
1.033,19.71,-3.52,-1.256,1.207,-0.010,0.098,0.088,0.3
1.037,19.96,-3.52,-1.209,1.166,0.003,0.098,0.101,3.7
1.037,19.98,-3.52,-1.204,1.161,0.005,0.098,0.103,0.2
1.039,20.22,-3.52,-1.200,1.154,0.005,0.098,0.104,2.3
1.039,20.22,-3.52,-1.197,1.151,0.007,0.098,0.105,0.3
1.043,20.37,-3.52,-1.179,1.131,0.015,0.098,0.113,3.7
1.044,20.37,-3.52,-1.175,1.127,0.018,0.098,0.116,0.3
1.047,20.61,-3.52,-1.186,1.128,0.018,0.098,0.115,3.7
1.047,20.63,-3.52,-1.183,1.125,0.019,0.098,0.117,0.2
1.051,20.85,-3.69,-1.271,1.180,-0.028,0.098,0.070,3.8
1.051,20.85,-3.69,-1.264,1.174,-0.026,0.098,0.072,0.2
1.054,21.09,-3.69,-1.233,1.146,-0.023,0.098,0.075,2.3
1.054,21.11,-3.69,-1.226,1.140,-0.020,0.098,0.077,0.3
1.058,21.24,-3.69,-1.158,1.082,-0.001,0.098,0.098,3.7
1.058,21.27,-3.69,-1.153,1.078,0.002,0.098,0.100,0.3
1.060,21.51,-3.69,-1.153,1.073,0.001,0.098,0.099,2.3
1.061,21.51,-3.69,-1.150,1.070,0.002,0.098,0.100,0.3
1.063,21.64,-3.69,-1.146,1.062,0.004,0.098,0.102,2.2
1.063,21.66,-3.69,-1.143,1.060,0.005,0.098,0.104,0.3
1.066,21.79,-3.69,-1.145,1.055,0.005,0.098,0.104,2.5
1.066,21.79,-3.69,-1.142,1.052,0.007,0.098,0.105,0.3
1.070,21.94,-3.69,-1.137,1.040,0.011,0.098,0.109,3.7
1.070,21.97,-3.69,-1.134,1.037,0.013,0.098,0.110,0.3
1.074,22.16,-3.69,-1.145,1.036,0.012,0.098,0.109,3.8
1.074,22.18,-3.69,-1.141,1.033,0.013,0.098,0.111,0.3
1.078,22.38,-3.87,-1.226,1.085,-0.033,0.098,0.064,3.7
1.078,22.40,-3.87,-1.219,1.078,-0.031,0.098,0.066,0.3
1.082,22.60,-3.87,-1.156,1.024,-0.021,0.098,0.077,3.8
1.082,22.62,-3.87,-1.151,1.019,-0.019,0.098,0.079,0.2
1.086,22.82,-3.87,-1.103,0.975,-0.006,0.098,0.092,3.8
1.086,22.84,-3.87,-1.099,0.971,-0.004,0.098,0.094,0.2
1.090,23.04,-3.87,-1.088,0.954,-0.001,0.098,0.097,3.8
1.090,23.04,-3.87,-1.085,0.951,0.000,0.098,0.099,0.2
1.094,23.23,-3.87,-1.085,0.941,0.000,0.098,0.099,3.7
1.094,23.23,-3.87,-1.082,0.939,0.002,0.098,0.100,0.2
1.098,23.41,-3.87,-1.079,0.926,0.004,0.098,0.102,3.9
1.098,23.43,-3.87,-1.077,0.924,0.005,0.098,0.104,0.2
1.100,23.61,-3.69,-1.042,0.894,0.029,0.098,0.127,2.3
1.101,23.61,-3.69,-1.041,0.892,0.030,0.098,0.129,0.2
1.104,23.71,-3.69,-1.064,0.900,0.038,0.098,0.136,3.7
1.104,23.74,-3.69,-1.065,0.901,0.039,0.098,0.137,0.2
1.108,23.91,-3.69,-1.139,0.945,0.020,0.098,0.118,3.8
1.109,23.91,-3.69,-1.138,0.944,0.021,0.098,0.119,0.3
1.112,24.09,-3.69,-1.169,0.958,0.012,0.098,0.110,3.7
1.114,24.11,-3.69,-1.157,0.946,0.019,0.098,0.117,1.5
1.116,24.28,-3.69,-1.173,0.951,0.015,0.098,0.113,2.7
1.117,24.37,-3.87,-1.178,0.955,0.012,0.098,0.110,0.2
1.119,24.50,-3.87,-1.252,1.001,-0.030,0.098,0.068,2.6
1.120,24.52,-3.87,-1.249,0.998,-0.030,0.098,0.068,0.2
1.123,24.63,-3.87,-1.202,0.955,-0.029,0.098,0.069,3.7
1.123,24.65,-3.87,-1.197,0.951,-0.027,0.098,0.071,0.2
1.127,24.83,-3.87,-1.132,0.894,-0.011,0.098,0.087,3.9
1.127,24.83,-3.87,-1.129,0.891,-0.010,0.098,0.089,0.2
1.131,25.00,-3.87,-1.098,0.859,0.000,0.098,0.099,3.8
1.131,25.03,-3.87,-1.096,0.857,0.001,0.098,0.100,0.2
1.134,25.18,-3.87,-1.099,0.854,-0.000,0.098,0.098,2.3
1.134,25.20,-3.87,-1.098,0.853,0.000,0.098,0.099,0.2
1.137,25.29,-3.87,-1.098,0.844,-0.000,0.098,0.098,3.4
1.138,25.31,-3.87,-1.096,0.842,0.001,0.098,0.099,0.2
1.140,25.46,-3.87,-1.110,0.847,-0.006,0.098,0.092,2.0
1.140,25.46,-3.87,-1.109,0.846,-0.006,0.098,0.092,0.1
1.144,25.57,-3.87,-1.099,0.829,-0.005,0.098,0.094,4.0
1.144,25.57,-3.87,-1.097,0.827,-0.004,0.098,0.095,0.2
1.148,25.73,-3.87,-1.079,0.804,0.003,0.098,0.102,4.2
1.148,25.75,-3.87,-1.078,0.802,0.004,0.098,0.103,0.2
1.152,25.92,-3.87,-1.101,0.809,-0.006,0.098,0.092,3.6
1.152,25.92,-3.87,-1.099,0.808,-0.005,0.098,0.093,0.2
1.156,26.08,-3.87,-1.095,0.795,-0.006,0.098,0.092,3.9
1.156,26.08,-3.87,-1.092,0.793,-0.005,0.098,0.093,0.2
1.158,26.23,-3.87,-1.092,0.787,-0.006,0.098,0.092,2.2
1.158,26.23,-3.87,-1.091,0.786,-0.006,0.098,0.093,0.2
1.160,26.32,-3.87,-1.089,0.780,-0.006,0.098,0.092,2.0
1.161,26.32,-3.87,-1.088,0.778,-0.006,0.098,0.093,0.2
1.164,26.40,-3.87,-1.079,0.762,-0.003,0.098,0.095,3.9
1.165,26.40,-3.87,-1.076,0.759,-0.002,0.098,0.096,0.2
1.168,26.56,-3.69,-1.004,0.699,0.042,0.098,0.140,3.9
1.169,26.56,-3.69,-1.006,0.700,0.042,0.098,0.141,0.2
1.172,26.71,-3.69,-1.090,0.752,0.024,0.098,0.122,3.8
1.173,26.71,-3.69,-1.091,0.752,0.024,0.098,0.122,0.2
1.176,26.86,-3.69,-1.148,0.786,0.006,0.098,0.104,3.8
1.177,26.86,-3.69,-1.146,0.783,0.007,0.098,0.105,0.3
1.179,27.02,-3.69,-1.158,0.787,0.002,0.098,0.100,2.1
1.179,27.02,-3.69,-1.157,0.786,0.002,0.098,0.101,0.3
1.183,27.10,-3.69,-1.150,0.771,0.005,0.098,0.103,4.3
1.184,27.10,-3.69,-1.147,0.769,0.006,0.098,0.105,0.3
1.186,27.28,-3.69,-1.159,0.773,0.001,0.098,0.099,2.3
1.186,27.28,-3.69,-1.158,0.771,0.001,0.098,0.100,0.3
1.189,27.36,-3.69,-1.158,0.766,0.000,0.098,0.099,2.6
1.189,27.39,-3.69,-1.156,0.764,0.001,0.098,0.099,0.3
1.193,27.47,-3.69,-1.150,0.751,0.003,0.098,0.101,3.7
1.193,27.50,-3.87,-1.153,0.753,0.001,0.098,0.099,0.2
1.197,27.63,-3.69,-1.148,0.741,0.002,0.098,0.101,3.8
1.197,27.63,-3.69,-1.145,0.738,0.004,0.098,0.102,0.3
1.201,27.78,-3.87,-1.220,0.783,-0.042,0.098,0.057,3.5
1.201,27.80,-3.87,-1.214,0.778,-0.041,0.098,0.058,0.3
1.203,27.93,-3.87,-1.182,0.749,-0.040,0.098,0.059,2.3
1.204,27.93,-3.87,-1.173,0.742,-0.038,0.098,0.061,0.4
1.206,28.02,-3.87,-1.126,0.702,-0.028,0.098,0.070,2.6
1.207,28.02,-3.87,-1.120,0.697,-0.026,0.098,0.071,0.3
1.211,28.13,-3.87,-1.063,0.646,-0.011,0.098,0.087,4.0
1.211,28.13,-3.87,-1.060,0.642,-0.009,0.098,0.089,0.3
1.215,28.26,-3.87,-1.056,0.630,-0.011,0.098,0.087,3.7
1.215,28.28,-3.87,-1.054,0.628,-0.010,0.098,0.088,0.2
1.219,28.41,-3.87,-1.062,0.624,-0.017,0.098,0.081,3.8
1.219,28.41,-3.87,-1.059,0.622,-0.016,0.098,0.082,0.2
1.223,28.52,-3.87,-1.046,0.603,-0.016,0.098,0.082,3.8
1.223,28.55,-3.87,-1.044,0.601,-0.015,0.098,0.083,0.2
1.227,28.65,-3.69,-0.966,0.537,0.028,0.098,0.126,3.8
1.227,28.65,-3.69,-0.968,0.538,0.028,0.098,0.126,0.3
1.231,28.76,-3.87,-1.109,0.629,-0.031,0.098,0.067,3.8
1.231,28.76,-3.87,-1.106,0.626,-0.030,0.098,0.067,0.2
1.235,28.87,-3.69,-1.007,0.547,0.012,0.098,0.109,3.8
1.235,28.89,-3.69,-1.007,0.547,0.012,0.098,0.110,0.2
1.239,29.00,-3.69,-1.046,0.567,0.004,0.098,0.102,3.8
1.239,29.00,-3.69,-1.046,0.566,0.004,0.098,0.103,0.3
1.241,29.11,-3.69,-1.069,0.577,-0.004,0.098,0.094,2.3
1.242,29.11,-3.69,-1.068,0.576,-0.004,0.098,0.095,0.3
1.244,29.20,-3.69,-1.084,0.582,-0.011,0.098,0.087,2.7
1.245,29.20,-3.69,-1.083,0.581,-0.011,0.098,0.087,0.3
1.248,29.27,-3.69,-1.075,0.567,-0.010,0.098,0.088,3.8
1.249,29.29,-3.69,-1.074,0.565,-0.009,0.098,0.089,0.2
1.251,29.40,-3.69,-1.080,0.566,-0.014,0.098,0.084,2.1
1.251,29.40,-3.69,-1.079,0.564,-0.013,0.098,0.085,0.2
1.253,29.46,-3.69,-1.080,0.560,-0.016,0.098,0.082,2.2
1.253,29.46,-3.69,-1.078,0.558,-0.015,0.098,0.083,0.2
1.257,29.51,-3.69,-1.060,0.537,-0.010,0.098,0.088,3.8
1.257,29.53,-3.69,-1.059,0.535,-0.010,0.098,0.088,0.3
1.260,29.62,-3.69,-1.061,0.531,-0.012,0.098,0.086,2.7
1.260,29.62,-3.69,-1.060,0.529,-0.012,0.098,0.086,0.3
1.264,29.68,-3.69,-1.054,0.517,-0.012,0.098,0.086,3.7
1.264,29.68,-3.69,-1.052,0.515,-0.011,0.098,0.087,0.2
1.268,29.77,-3.69,-1.050,0.506,-0.012,0.098,0.086,3.8
1.268,29.77,-3.69,-1.049,0.504,-0.012,0.098,0.086,0.2
1.271,29.86,-3.69,-1.050,0.500,-0.014,0.098,0.084,2.2
1.271,29.88,-3.69,-1.049,0.499,-0.014,0.098,0.084,0.2
